ont_id,cola_tamano_total_bytes
0,3486.0
1,3412.0
2,360.0
3,2140.0
4,2500.0
5,3142.0
6,3232.0
7,0.0
8,1886.0
9,3052.0
10,2946.0
11,0.0
12,1780.0
13,1780.0
14,4106.0
15,1240.0
media,2191.375
