ont_id,cola_tamano_total_bytes
0,9986690.0
1,9999978.0
2,9999926.0
3,9999312.0
4,9999926.0
5,9998826.0
6,9999136.0
7,9997480.0
8,9998268.0
9,9999622.0
10,9994696.0
11,9995286.0
12,9992856.0
13,9993306.0
14,9988698.0
15,9987794.0
media,9995737.5
