ont_id,cola_tamano_total_bytes
0,9986684.0
1,9998510.0
2,9999918.0
3,9999954.0
4,9999756.0
5,9583234.0
6,9995782.0
7,9998534.0
8,9994004.0
9,9991016.0
10,9998434.0
11,9993872.0
12,9991328.0
13,9986528.0
14,9468506.0
15,9987646.0
media,9935856.625
