ont_id,cola_tamano_total_bytes
0,1600.0
1,2326.0
2,1886.0
3,1420.0
4,1240.0
5,1706.0
6,2236.0
7,2066.0
8,3142.0
9,2506.0
10,450.0
11,0.0
12,2686.0
13,800.0
14,1886.0
15,1526.0
media,1717.25
